39562,70835,13715
77232,8696,6263
43493,37183,20948
90373,8567,28002
54144,51686,74721
20266,92932,54157
77664,69955,28639
18112,57499,37970
15268,17169,42698
32468,30659,49133
34070,13151,91140
87010,95748,2013
46275,45143,53050
10494,54292,36448
50234,76183,70819
80526,16331,62884
6032,43454,88976
1797,46200,32248
26840,76571,42950
27949,6053,95123
40843,57826,7905
62034,4876,80293
9905,9552,83286
75639,43573,56302
77035,5633,66609
11388,10209,68548
58492,99441,377
40265,14242,48084
4968,53030,15790
3046,79682,31531
71977,44774,83696
30341,61916,1749
30350,11026,837
44840,32588,63636
88505,10183,71612
32489,46938,18115
12210,5579,13040
17211,56521,90358
12646,96369,22505
34639,2499,36923
59882,65605,45102
77122,1567,96902
32974,16234,91201
52678,75753,35067
25434,92606,39762
93863,32581,75702
55269,32940,90736
31196,79296,2411
32139,5425,88534
42087,6540,70085
47680,12084,40442
82708,7433,75986
70100,43677,91632
75563,23981,42045
62069,50198,16274
91806,43797,19221
94941,43234,34002
93098,75133,93017
48110,24269,17706
90038,11689,72942
70544,38775,33456
2341,41646,83120
80223,44823,83163
23490,69775,90768
27119,88592,42351
49695,70167,79602
19734,54281,76912
3279,5818,16862
81007,57021,81242
81876,58981,63066
43321,31203,33556
31841,1330,10307
7949,71731,55618
26908,18268,30532
30285,88907,22633
24152,45805,60561
79302,72702,76457
24447,34767,60079
43353,98225,81031
68030,16759,9191
10141,12438,160
23463,5953,51134
15644,40590,57515
7584,17705,36278
45766,1900,6245
86762,62967,34062
54341,66546,41201
78187,91320,38408
37740,21065,4798
69745,98152,82847
58165,40210,7664
57808,97649,77099
59203,67064,43833
46238,42254,26635
42951,88292,67386
36255,71840,99352
86904,78475,63880
54625,41741,21814
51844,76869,66151
25449,1275,32406
53191,93381,13297
5047,32201,16966
78811,90884,23148
7102,60280,11362
74647,66893,26489
59242,8613,34456
28920,62015,38343
27722,65056,73880
84968,18892,48779
33795,33661,27615
95964,60359,73002
47608,24948,90615
83227,61252,77096
19549,49439,77542
38483,9359,99684
78665,15778,25976
13515,34388,9467
27094,30181,47555
77474,87811,56069
11371,79142,62321
35008,74101,91095
62614,92190,30576
45410,96553,90163
54834,29978,70659
73603,93724,29451
89408,16626,97888
61381,98593,92817
41656,60287,40274
42710,95785,86735
40148,27444,62101
38839,2726,156
53884,39879,77757
50182,33953,83335
4024,39407,78713
71201,69212,47612
72814,63909,21368
25091,8651,21835
66834,49263,47463
5794,19003,38757
25736,83973,63167
67326,69732,77723
55857,72729,21881
50893,26818,86959
21374,85006,32064
46247,5364,83390
64814,27275,70599
55152,54557,13088
24181,58143,23758
13931,48317,38065
66846,58449,51695
17876,21013,65658
99456,42478,6183
2146,27003,13244
79344,99111,98338
95675,22459,34986
67511,11973,23633
99088,18678,44464
17574,15741,74468
52103,86699,84509
78626,11978,41367
47184,33523,33023
62769,24411,39138
87083,10852,31442
71856,70552,41731
22827,20002,50990
3114,77254,71048
90444,55101,96536
12030,39124,9112
94730,50534,98462
65481,15521,6185
95416,25512,66803
30379,44564,35308
62359,30836,858
4783,30816,54071
93777,17819,93849
86860,48488,79960
38540,2096,26954
23403,55836,96988
92987,29804,88423
55332,20896,27899
10502,40551,24563
52516,39967,73612
99221,5902,84311
27715,4077,71754
26862,39283,2862
91760,34382,78320
49179,7364,82913
78199,2221,93708
61153,9597,79648
5073,82720,11302
61822,12463,66129
4315,14262,34326
77730,8771,72616
44595,64796,26351
61178,31519,77512
15747,87199,83147
16945,74163,59198
87054,85958,93672
28777,63191,29253
14354,8173,49003
52594,74550,96034
38416,18312,17255
73466,43537,40330
56769,52928,16350
96188,24420,61532
92933,42686,80599
74947,24413,55186
13898,41541,45573
5903,9073,21540
31417,19227,24337
5684,18176,63010
40224,43390,75761
98842,81166,44187
60881,32949,51308
53788,17800,23102
634,7754,1148
10482,71646,44004
7876,40227,62958
34829,29713,27785
68001,35821,96923
12827,8515,47275
54025,36049,42296
50915,34964,4004
23993,52708,56057
14674,10455,38981
31864,82531,59991
47438,24692,70707
92477,3072,40434
43571,76861,58998
80011,43036,49467
78019,90390,53249
53615,57975,45625
1702,24160,35037
35805,90333,23305
37707,79539,11741
2905,31052,78344
76311,17530,7380
44106,13061,19110
94819,93976,56394
12610,69169,81221
53121,60839,43572
21724,18243,70406
53261,60232,97572
28546,53689,69683
12694,57936,65968
82882,35505,12859
66837,55685,71303
11623,65623,62165
90587,26879,99017
27843,99230,84416
18509,40083,47141
32637,34159,3665
58801,76994,2826
73093,1048,47133
26146,25503,49013
7857,22552,93407
49429,99842,3603
54820,29343,21395
64989,49335,40131
40602,70291,18076
32379,67852,85939
20612,72997,59130
14587,34614,74057
72896,28351,44524
85587,53315,64171
36796,65835,69821
83564,79081,95423
56047,43325,37106
74816,99621,54441
70201,80468,22097
58402,85776,84389
4333,87626,83957
95489,48004,48147
37140,48179,76671
12264,22325,77463
70235,26337,43215
46901,79727,68156
23161,20519,23792
59846,24712,14913
88611,29379,9015
39654,50052,26737
56287,59461,66472
88871,52617,18550
79113,24225,16655
10981,25969,55227
8510,67023,66310
32241,81237,37402
13931,70565,9485
79335,45054,82935
49671,91517,34724
92078,48871,72204
56332,34226,55585
24562,71347,66647
82680,47080,28954
96352,1933,91494
72322,67853,89273
65082,14009,14444
1530,93847,47174
57820,18394,44986
22059,67185,79553
54557,53617,82442
46335,94730,72199
1962,12383,95849
65542,7955,29447
65144,38401,90221
35508,96042,82430
59163,14334,70945
70460,53300,52123
34023,78099,25284
19821,58522,74364
78588,13592,91207
89449,57983,53125
12631,60064,18667
23148,69953,14387
98065,60673,84824
3390,41925,34979
4661,22151,32161
42596,95326,23249
82168,82291,87225
78988,98863,79186
6992,45268,16858
69975,2042,57466
34943,27480,95116
8672,88889,10200
67403,28635,76571
46559,40091,74483
32881,7955,1367
51198,10001,96743
64130,56646,87474
80325,76483,89384
57046,60012,101
15077,16678,7927
3728,94382,39608
15964,69261,26463
83716,84460,70427
37320,30284,25700
46415,18770,63022
53399,28785,13774
74314,24151,28583
57140,15836,8623
71056,64222,65027
81218,79768,87696
22604,98045,70064
58915,75139,69740
56457,97339,81568
52208,10114,12451
74661,63103,4369
66959,4518,62250
49440,99642,8009
1807,65914,78391
27868,87246,62097
28780,60481,87911
27347,46484,10107
79586,4525,90940
17376,89075,64772
86798,5050,78881
40056,44781,7813
59740,19006,96758
84464,39836,33204
15036,29703,16044
40650,23464,33328
27586,94834,79957
72347,33172,98871
14928,56291,35185
19170,98017,88766
69095,39961,3157
14921,52255,4091
77408,21152,57035
15144,47264,61817
41243,87263,23238
49725,50503,70957
72742,49967,58307
62427,6785,17789
49372,10110,79026
73493,89522,62465
88764,83921,83214
85906,51672,39417
59951,8945,94301
66027,79004,89099
7721,79152,13019
31354,81139,71349
94292,22483,23272
83134,50745,53565
64572,51568,54087
35576,40786,82339
71536,29869,62731
82761,89931,9438
30326,6389,41591
88438,4028,46263
43045,39921,83709
19525,88390,6197
94923,78355,59908
66648,53480,72957
10316,95770,80697
64258,78272,34499
9602,14890,55144
32620,44416,74996
74381,54598,75987
68025,31961,88390
80103,84533,18000
52588,26228,18397
85996,65143,44905
58927,60922,53393
63291,59103,83939
44399,42038,79279
66706,53739,81533
97850,28487,74736
11409,45929,74659
76366,10982,68153
45192,22217,8001
12567,79477,83157
99016,29496,15868
99441,48371,39632
13125,33481,67353
14041,98765,696
57667,56475,65880
73596,42904,3828
40033,2119,49966
47248,88788,35167
12448,95861,56639
52634,66539,44159
78326,13152,13323
84603,97333,88368
25207,75486,41433
48253,93053,34986
43208,54954,83110
76374,5075,87221
91156,42808,47615
19242,85722,11737
49409,18079,11095
2164,15802,99410
51637,23686,84491
8799,33160,78581
45410,37478,85256
48724,80570,70207
5337,32514,2350
25825,34176,15584
23758,37015,71970
67949,45676,17850
69889,22576,9602
49666,25941,51764
82425,36914,85367
71935,5950,24079
99034,60825,28744
47463,71130,7873
65916,77191,67546
52639,64934,27059
25286,43802,54243
21765,82892,46133
83714,55468,26432
8234,25559,71966
69309,17480,92126
86058,99047,87034
70891,95150,42356
9190,82148,93273
88920,38914,57393
62428,31091,34420
34320,75262,48894
71159,98023,37547
16134,23614,55280
69673,12353,1603
49368,97222,43249
84405,95532,66840
37839,3437,48182
22393,71847,80523
93911,50316,60776
43028,3938,60629
27619,3021,9514
77399,27707,8919
57263,83406,68290
22053,30972,96730
53940,36034,57408
41239,99148,63259
57045,78769,10005
58374,63114,26580
50821,77483,49296
82959,42165,29481
96273,24985,2153
49241,7520,19081
50757,94282,77801
38752,75862,20439
26794,19821,90257
60011,47770,15012
99084,34347,79964
69079,11566,60069
75589,80080,46358
2731,39043,87971
81258,93577,27120
98782,3083,31148
21067,10434,97759
17633,90336,18283
42288,35286,35492
97043,85410,6868
15744,47437,31523
39150,72388,66272
29176,54342,60288
17332,51184,31921
98546,6055,85092
25437,71642,66423
10807,74499,22047
65389,64539,92105
13522,94556,95640
88993,44952,15621
44035,68710,12057
34173,62229,34852
48462,14122,96488
42631,98310,94112
28817,73863,45216
99285,74724,42942
32630,41705,74013
52914,89386,95045
3556,18655,22825
2197,65519,88154
56784,5609,52806
4401,90031,71062
89583,17186,94403
36613,70447,35887
93664,54419,41441
96846,91670,87650
52315,40033,99990
75452,67163,63407
44113,22893,12942
65470,67631,10701
18129,39210,64248
41498,571,37885
27692,49007,90764
65234,44201,37549
98101,76266,62596
89892,60472,76556
44543,72496,99023
37655,77646,27591
61180,40551,94668
45105,30201,36649
1620,31850,73921
58609,32384,11624
22892,66188,2899
62972,33611,70756
98837,98135,5464
66354,96306,20181
90856,2587,42432
43583,72337,78299
8702,45615,61530
65039,22806,64843
20120,41245,2180
30525,30948,54581
98879,57234,78496
41667,25886,83297
55523,71875,31645
92425,62653,32116
98157,24050,87488
15418,7193,9628
24897,83358,13207
77311,85920,40203
93757,20098,21627
23158,29915,65544
96552,55054,86728
63301,54813,44068
9332,69606,9495
74920,57406,77815
39925,15384,17409
76192,66369,4419
7579,48260,96351
59656,30550,75934
67737,67440,2241
49823,35541,55277
49428,19266,20196
39982,30538,15958
97713,42981,17162
44913,5665,26625
68888,94239,48645
20780,45996,92313
95933,17224,21793
63415,21295,8067
55039,38657,95442
75331,70835,14103
54143,10508,68882
43973,68618,68679
70531,12478,99652
35890,82580,8365
82110,41720,78025
47005,86989,64248
82238,51772,65545
63597,41735,96550
27146,93957,15649
49435,67306,14087
85150,43746,62836
69372,82749,49615
60686,63853,9791
25514,76765,56150
40131,55748,98207
74245,17028,5951
30561,94489,18399
70284,31612,20113
40691,63157,12305
98572,87740,48052
4913,93685,72983
4390,29821,52250
27517,82896,47853
95298,50022,36325
15917,50554,71325
2439,13008,41417
63228,43487,2803
27655,25186,81653
1750,16142,28036
795,65209,42189
43047,74977,86760
9260,32662,4268
89945,53054,67979
66023,27710,75801
34051,71757,96026
74547,84567,40114
55156,40862,19705
88279,57251,52701
97760,82882,52581
71440,82452,62216
12542,33903,6417
68098,28185,12970
19268,67975,24536
83973,44435,89151
96679,29711,69197
17807,80459,30036
82541,92402,2312
