96889,39505
96441,39505
96441,40574
97251,40574
97251,41817
97224,41817
97224,43023
97368,43023
97368,44232
97474,44232
97474,45397
98016,45397
98016,46600
98335,46600
98335,47865
97528,47865
97528,49070
97546,49070
97546,50277
